PCA1,PCA2,label,sentence
0.07748027,0.020511447,random_legal_game_sequences,Na3 Nh6 f3 f6 h3 Ng8 Rh2 b5 Nb1 c5
0.057493124,0.023756046,random_legal_game_sequences,g4 Nf6 Nh3 Na6 Na3 Nb8 e4 c5 Ng5 c4
-0.013557978,-0.04047571,random_legal_game_sequences,f3 c5 g4 h6 h4 d5 h5 b5 Rh4 g5
-0.043235924,-0.0068291393,random_legal_game_sequences,g3 g5 d3 e6 Kd2 Bd6 g4 Kf8 Ke1 Be5
0.008247907,-0.0074556586,random_legal_game_sequences,Na3 a6 c3 d6 Nc4 e5 f3 Qd7 f4 Nf6
-0.04122689,-0.01866264,random_legal_game_sequences,c4 c6 b4 b5 h3 f5 Bb2 Kf7 Bf6 c5
-0.0030956606,-0.014338455,random_legal_game_sequences,e3 c6 Ne2 g6 Nec3 b6 Bc4 c5 O-O Bb7
-0.005895106,0.0067530805,random_legal_game_sequences,a3 a6 g3 d6 Bh3 h5 d4 Bd7 Nd2 g5
0.018467326,-0.030239081,random_legal_game_sequences,e3 g6 Na3 a6 Bc4 d5 Nb5 b6 Rb1 f5
0.0014865195,6.40575e-05,random_legal_game_sequences,Nf3 e6 Ne5 d5 Na3 d4 Nb5 Bd6 Nf3 a5
-0.023060916,-0.009316853,random_legal_game_sequences,b3 f6 a4 d5 f3 d4 d3 Qd6 Ba3 Bh3
0.00085106236,-0.03218537,random_legal_game_sequences,e3 c5 g3 g6 b3 f5 h4 h5 d3 Na6
0.0019444476,0.0085952515,random_legal_game_sequences,e3 h6 h3 d5 Ne2 c5 Nd4 b5 Rh2 Qc7
-0.04626491,0.006532392,random_legal_game_sequences,g3 g5 b4 Bg7 e3 Bxa1 d4 h5 Qe2 g4
0.023959067,0.033056848,random_legal_game_sequences,Nh3 Na6 c4 f6 b4 c6 Rg1 Nxb4 e3 Rb8
0.004210062,0.02329519,random_legal_game_sequences,f4 Nh6 e3 d5 h4 Be6 Nc3 Qd7 Qg4 d4
-0.017339507,-0.032911915,random_legal_game_sequences,d4 a5 Bg5 Ra7 b3 Ra6 d5 b5 Bxe7 f6
0.028795816,0.014132696,random_legal_game_sequences,b3 e5 Nh3 Be7 e3 b5 f4 Bd6 Be2 Nh6
0.016172161,-0.010611511,random_legal_game_sequences,e3 b5 Ne2 Bb7 a3 a5 Ng3 f5 a4 g5
-0.015068222,-0.0040642335,random_legal_game_sequences,h3 h6 d4 b5 Bxh6 gxh6 a3 b4 Nc3 e5
0.007633309,-0.03724867,random_legal_game_sequences,f3 c6 h4 a5 c3 a4 g4 b6 Bh3 Ra6
-0.0076292637,0.040898457,random_legal_game_sequences,e3 Nc6 Qg4 Nh6 b3 f5 Qf3 e5 Bb5 Rg8
0.02240509,0.02065009,random_legal_game_sequences,Nc3 Nf6 Rb1 Na6 Nb5 h6 Nd6+ exd6 c3 c5
0.0017628971,-0.035997108,random_legal_game_sequences,e4 f6 g3 h6 b3 c5 Ba3 g5 d3 Nc6
0.035643708,-0.052833494,random_legal_game_sequences,Na3 Na6 h4 c6 c3 e6 g3 Be7 f4 g6
-0.00410607,0.058734298,random_legal_game_sequences,Na3 Nf6 b3 e6 Nh3 Qe7 Rg1 Qc5 d4 Qxc2
-0.04035404,-0.022585856,random_legal_game_sequences,h3 g5 g3 e6 e4 Bc5 b4 a5 Bb5 Bd6
0.0002664707,0.031251643,random_legal_game_sequences,c4 Na6 Nf3 d5 Ng5 Kd7 e4 Nb8 Qg4+ e6
-0.015201724,0.030565677,random_legal_game_sequences,e4 e5 Bd3 b5 Qe2 c5 Bc4 Ke7 b3 Nh6
-0.014303283,-0.019181898,random_legal_game_sequences,h4 d6 g4 Nc6 c3 g5 a3 a6 e3 Kd7
0.02231123,-0.006256581,random_legal_game_sequences,f3 c6 g3 Nf6 b4 h5 Bh3 a5 Nc3 Rh7
0.016440867,0.0036301836,random_legal_game_sequences,Nf3 b5 h4 f5 a3 Nc6 Ne5 b4 Ng6 Rb8
0.001789304,0.018081978,random_legal_game_sequences,Nc3 a5 Ne4 g6 e3 Bh6 Qh5 a4 a3 Kf8
-0.0014690115,-0.020715576,random_legal_game_sequences,a4 Nc6 b3 a5 e4 f5 e5 Nxe5 Bd3 g5
-0.018455066,-0.003579714,random_legal_game_sequences,b3 e6 g3 Qh4 Ba3 a5 Bh3 g6 Bb2 Be7
0.036506988,0.0092306025,random_legal_game_sequences,Nh3 f5 a4 b5 Rg1 Kf7 e4 Na6 exf5 Nc5
