PCA1,PCA2,label,sentence
-0.04968049,-0.013542665,grammatical_shuffledlanguage,Un arbre petit neda.
-0.039577216,0.0066625713,grammatical_shuffledlanguage,Un gos brillant salta.
-0.046803977,-0.0057793814,grammatical_shuffledlanguage,Un gat salta.
0.017766932,-0.0490118,grammatical_shuffledlanguage,El cotxe petit corre.
-0.04644074,0.051000733,grammatical_shuffledlanguage,Un llibre blau corre.
-0.021941332,-0.04037929,grammatical_shuffledlanguage,Un cotxe gran salta.
0.0652592,0.05040032,grammatical_shuffledlanguage,Un llibre petit dorm.
-0.060907524,0.02635762,grammatical_shuffledlanguage,Un gos gran vola.
-0.038087465,-0.012245346,grammatical_shuffledlanguage,Un cotxe gran vola.
-0.052580725,0.041872036,grammatical_shuffledlanguage,Un arbre petit pensa.
0.07703886,0.021769427,grammatical_shuffledlanguage,Un cotxe gran dorm.
0.009296276,-0.05633158,grammatical_shuffledlanguage,El llibre gran salta.
-0.07663704,0.033217028,grammatical_shuffledlanguage,Un gos petit vola.
-0.042131968,0.06910369,grammatical_shuffledlanguage,Una casa vermella neda.
0.062019546,0.026633805,grammatical_shuffledlanguage,Un gat lent dorm.
-0.077055335,0.06374827,grammatical_shuffledlanguage,Una idea verda vola.
0.0039375224,-0.019941337,grammatical_shuffledlanguage,Un científic lent treballa.
-0.0017051442,-0.058695097,grammatical_shuffledlanguage,El riu petit neda.
-0.025042014,0.07695541,grammatical_shuffledlanguage,Un gat vermell pensa.
-0.02714055,0.00031426054,grammatical_shuffledlanguage,Un ordinador feliç salta.
0.009183495,-0.033700846,grammatical_shuffledlanguage,El llibre gran pensa.
-0.07073073,0.08046521,grammatical_shuffledlanguage,Una casa verda vola.
-0.059280675,-0.015066456,grammatical_shuffledlanguage,Una gran idea neda.
-0.045723528,0.0111691225,grammatical_shuffledlanguage,Una idea ràpida corre.
0.024551285,0.004423827,grammatical_shuffledlanguage,La casa corre.
0.04133943,-0.041324537,grammatical_shuffledlanguage,L'ordinador lent corre.
0.078366905,0.0490017,grammatical_shuffledlanguage,Un gos gran dorm.
0.005272857,-0.024915814,grammatical_shuffledlanguage,Qualsevol científic vola.
-0.059425097,-0.025530474,grammatical_shuffledlanguage,Un gat neda.
-0.0063121645,0.0106259,grammatical_shuffledlanguage,Un científic trist corre.
-0.017988004,0.014888067,grammatical_shuffledlanguage,Un gran científic pensa.
-0.012242892,0.011137133,grammatical_shuffledlanguage,Un ordinador gran funciona.
0.03180077,-0.047983367,grammatical_shuffledlanguage,El gat corre.
